x_au,y_au,z_au
0.991353710401604,0.1396651349934261,0.0
0.9885172331813232,0.1566739516565104,0.0
0.9853869917110717,0.17363620773234967,0.0
0.9819636634973409,0.19054681789679812,0.0
0.978248014390467,0.20740070340020805,0.0
0.9742408986613607,0.22419279360965888,0.0
0.9699432590512989,0.24091802755936154,0.0
0.9653561267944,0.25757135550874016,0.0
0.9604806216124004,0.2741477405077544,0.0
0.9553179516813745,0.29064215996893755,0.0
0.9498694135700233,0.307049607245684,0.0
0.9441363921491905,0.32336509321624957,0.0
0.9381203604722613,0.33958364787291784,0.0
0.9318228796260994,0.3557003219158251,0.0
0.9252455985522152,0.371710188350833,0.0
0.9183902538378349,0.3876083440909125,0.0
0.9112586694765828,0.4033899115604165,0.0
0.9038527565984709,0.41905004030166726,0.0
0.8961745131689338,0.43458390858320434,0.0
0.8882260236566326,0.4499867250090858,0.0
0.8800094586697798,0.46525373012858573,0.0
0.871527074560746,0.4803801980456296,0.0
0.8627812129987301,0.4953614380272895,0.0
0.8537743005102832,0.5101927961106578,0.0
0.844508847987486,0.5248696567074109,0.0
0.83498745016362,0.5393874442053287,0.0
0.825212785056164,0.5537416245660701,0.0
0.8151876133769789,0.5679277069184604,0.0
0.804914777909549,0.5819412451465584,0.0
0.7943972028531937,0.5957778394717322,0.0
0.7836378931341428,0.6094331380280017,0.0
0.7726399336834325,0.6229028384298507,0.0
0.7614064886815538,0.6361826893317556,0.0
0.7499408007698444,0.6492684919786191,0.0
0.7382461902286186,0.6621561017463187,0.0
0.726326054122041,0.6748414296715763,0.0
0.7141838654098017,0.6873204439703215,0.0
0.7018231720256338,0.6995891715437541,0.0
0.6892475959227804,0.7116436994712609,0.0
0.6764608320864948,0.7234801764893898,0.0
0.6634666475137252,0.7350948144560289,0.0
0.6502688801601251,0.7464838897989756,0.0
0.6368714378545732,0.757643744948056,0.0
0.6232782971814056,0.7685707897499608,0.0
0.6094935023305794,0.7792615028649708,0.0
0.5955211639160388,0.7897124331447192,0.0
0.5813654577625338,0.799920200990185,0.0
0.5670306236612124,0.8098814996890618,0.0
0.5525209640943135,0.8195930967316823,0.0
0.5378408429292936,0.8290518351046847,0.0
0.5229946840827885,0.8382546345615793,0.0
0.5079869701547954,0.847198492869422,0.0
0.49282224103351013,0.8558804870307707,0.0
0.47750509247127504,0.8642977744801321,0.0
0.46204017463210667,0.8724475942541038,0.0
0.4464321906113155,0.8803272681344244,0.0
0.43068589492775167,0.8879342017631582,0.0
0.4148060919892034,0.8952658857292575,0.0
0.3987976345315578,0.9023198966257395,0.0
0.38266542203231485,0.9090938980767436,0.0
0.36641439909906703,0.9155856417337452,0.0
0.35004955383361513,0.9217929682402103,0.0
0.33357591617237814,0.9277138081639954,0.0
0.3169985562038103,0.9333461828968102,0.0
0.3003225824635181,0.9386882055200845,0.0
0.2835531402078495,0.9437380816365852,0.0
0.2666954096666928,0.9484941101671623,0.0
0.24975460427628576,0.9529546841120128,0.0
0.23273596889282594,0.9571182912758733,0.0
0.21564477798771553,0.9609835149565789,0.0
0.19848633382528735,0.9645490345964343,0.0
0.1812659646238583,0.9678136263958848,0.0
0.16398902270100799,0.9707761638889774,0.0
0.14666088260397486,0.973435618480142,0.0
0.12928693922607518,0.9757910599418402,0.0
0.11187260591008777,0.9778416568726522,0.0
