des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h
2022 CF3,22,2451605.663170878,2000-Mar-02 03:55,0.029575660085574,0.0292788713223774,0.02987956860508,4.07408645148562,4.05191311173008,03:56,25.43
2019 DB2,6,2451607.896393788,2000-Mar-04 09:31,0.0256875644143681,0.0233260938786244,0.128354435657629,8.75049080932357,8.73862898543842,3_11:17,25.7
2000 DO8,13,2451608.443885728,2000-Mar-04 22:39,0.0108153306093384,0.0107974208847329,0.0108332400477102,10.0818895046513,10.0574237906441,< 00:01,24.8
2009 PQ1,36,2451608.471722160,2000-Mar-04 23:19,0.0300888082643571,0.0300880958435889,0.0300895209909668,14.0312707528901,14.0249581558207,< 00:01,22.55
483423,50,2451613.612951794,2000-Mar-10 02:43,0.0262198351080091,0.0262196916565613,0.0262199785594584,21.9933229492764,21.9887019364244,< 00:01,20.53
2020 DK,8,2451614.951213738,2000-Mar-11 10:50,0.024188605711862,0.0234988000650358,0.056571498854968,10.2781445761562,10.2674216478451,7_08:19,26.06
2000 EB14,22,2451615.206586048,2000-Mar-11 16:57,0.0446071026455979,0.0446055368520229,0.0446086684399591,15.0720493024684,15.0680856721284,< 00:01,23.43
2017 SL16,16,2451616.513528184,2000-Mar-13 00:19,0.0411330962490696,0.0411318496014374,0.0411343432263966,6.57440428637281,6.56454398139029,< 00:01,25.92
2003 FK1,10,2451618.990011059,2000-Mar-15 11:46,0.0493221260551922,0.0200325153016464,0.107247803844913,15.1356599534748,15.1320903463385,22:14,23.0
455184,53,2451619.997323050,2000-Mar-16 11:56,0.0385175706464659,0.0385172276499585,0.0385179136429754,17.6677766905379,17.6638608977907,< 00:01,21.23
2010 FK,13,2451621.201570136,2000-Mar-17 16:50,0.0420133379545183,0.038415782230839,0.0463633968418376,6.98363540980682,6.97454828997185,12:52,23.8
2025 FA2,5,2451623.086772962,2000-Mar-19 14:05,0.00179569564130305,0.0015423968370066,0.0963951964131942,10.2657251380667,10.1201523452013,9_13:57,26.95
2022 DV1,13,2451625.557556021,2000-Mar-22 01:23,0.0477990416428693,0.0254939990826804,0.0701348502184237,7.83342612713677,7.82630680224983,9_23:41,24.94
2020 QL7,6,2451627.536901584,2000-Mar-24 00:53,0.015429181042908,0.0152913934986626,0.0155673928948065,23.4583586959299,23.4509959465242,00:13,22.18
234145,76,2451627.923543785,2000-Mar-24 10:10,0.0133192999207524,0.0133192925061264,0.0133193073353784,10.0088565773469,9.98884963271151,< 00:01,21.58
2017 FV,25,2451637.030328103,2000-Apr-02 12:44,0.0332082068461474,0.0320185596954538,0.0343982074288926,13.8233426799539,13.8175371072946,02:17,24.6
2021 EH4,10,2451641.129019745,2000-Apr-06 15:06,0.0492861575289674,0.0484921181729027,0.0500898823412556,8.07951405050975,8.07282010610554,00:59,24.94
2001 GO2,13,2451641.464553694,2000-Apr-06 23:09,0.0256676596970482,0.0206201583259749,0.0307481248397407,5.83390171442632,5.816080766242,04:57,24.3
138175,314,2451646.332200352,2000-Apr-11 19:58,0.0427234432916704,0.0427232847597693,0.0427236018235837,8.51501202553732,8.50768466191187,< 00:01,20.49
2010 HX107,17,2451647.834361915,2000-Apr-13 08:01,0.0292935984212791,0.0292926178820875,0.0292945801478564,5.85692019913026,5.84136959544914,00:03,23.54
2024 HZ,4,2451652.245849876,2000-Apr-17 17:54,0.0118867308261261,0.00345168830998074,0.048389938704499,7.44193471746062,7.4117528825993,1_12:59,28.69
41429,100,2451655.335096805,2000-Apr-20 20:03,0.0360278655944637,0.0360276678535955,0.0360280633354569,15.2719626093977,15.26711923722,< 00:01,20.66
2000 HB24,20,2451660.810080280,2000-Apr-26 07:27,0.0301576761711017,0.0301573411123294,0.0301580112299579,10.0292982739923,10.0204850502575,< 00:01,23.7
2000 JX8,12,2451669.710452149,2000-May-05 05:03,0.0188257081077669,0.0184927606857432,0.019158549701936,5.62013723412895,5.59489717188706,00:01,25.4
162416,44,2451671.513143779,2000-May-07 00:19,0.0405886334025757,0.0405886314958864,0.0405886353092903,7.4200649197424,7.41121255370451,< 00:01,21.67
2022 YU4,75,2451678.346084565,2000-May-13 20:18,0.027080150898482,0.0270720675893945,0.0270882345608115,10.2025058228569,10.1928573222167,00:02,19.91
2000 KA,55,2451678.402268510,2000-May-13 21:39,0.0355290644132894,0.0355289272454007,0.0355292015815517,14.2742148147766,14.2689600134179,< 00:01,21.75
2021 UC74,2,2451679.851801596,2000-May-15 08:27,0.0390039086618284,0.0332209765117681,0.148107627561739,7.9792315520205,7.97066558624019,8_19:51,27.55
612356,64,2451682.274262644,2000-May-17 18:35,0.0198445873513336,0.019844532287674,0.0198446424199217,5.45621133952929,5.43154743733191,< 00:01,19.99
2023 KQ,6,2451684.665878075,2000-May-20 03:59,0.0375274953461461,0.0322844691431531,0.068938645038903,6.35448567745741,6.3433025134455,6_17:32,24.91
2019 KA4,10,2451688.064567704,2000-May-23 13:33,0.0422991049134157,0.0102043152479104,0.0759001636853799,7.9118489444375,7.9038832824882,7_11:47,26.0
2023 MC1,2,2451692.722727524,2000-May-28 05:21,0.0199470040554852,0.000875704123233044,0.046664857874747,4.3099413142731,4.27883609055727,3_11:11,25.39
2000 LG6,12,2451698.401523757,2000-Jun-02 21:38,0.00331692661867423,0.00331028466046446,0.00332356576052294,2.44756830736134,2.09379925761478,00:02,29.0
2021 LA,4,2451704.044574078,2000-Jun-08 13:04,0.0248968754874098,0.0125221638774098,0.0448302902434665,12.1259270533561,12.1170980700919,1_04:08,23.84
2023 XH,3,2451710.834176913,2000-Jun-15 08:01,0.0427153447309264,0.0225298120940552,0.0671243732123844,7.08564709467754,7.07683824977593,1_12:27,26.69
2021 LK9,1,2451715.758755713,2000-Jun-20 06:13,0.0312744162052663,0.00321887691212366,0.170836710998433,12.0244725595209,12.0173851893277,5_06:14,25.47
2023 MB4,10,2451716.490899687,2000-Jun-20 23:47,0.0493584269665813,0.0187209649552373,0.180223363549231,8.35687162378599,8.35040950016671,9_13:50,25.44
2003 YN107,18,2451721.483605824,2000-Jun-25 23:36,0.0215101403573763,0.0215086491771106,0.0215116320552237,2.26666765533175,2.21134361026553,00:01,26.5
2023 MZ5,5,2451725.000300330,2000-Jun-29 12:00,0.00586700942797766,0.00582316943522009,0.0059110306859809,10.8645786932323,10.8226973541583,00:04,26.11
2019 AC3,18,2451727.044388313,2000-Jul-01 13:04,0.017469081404225,0.0174013159846733,0.0175368534917603,3.60310978916676,3.56052654414793,00:09,27.3
430440,100,2451728.143037005,2000-Jul-02 15:26,0.0437221634915962,0.0437219451325283,0.0437223818513153,13.8321382846334,13.8277318171225,< 00:01,17.67
2025 YL4,4,2451730.421927119,2000-Jul-04 22:08,0.0198985661265132,0.0113367344097133,0.111675211978195,10.3158769773447,10.3028885098824,5_00:06,26.669
2012 VS76,9,2451731.864519425,2000-Jul-06 08:45,0.0164389780798592,0.00881544000944926,0.038156059449152,11.9294449796184,11.915850429848,16:06,27.0
2023 OS,9,2451745.121382085,2000-Jul-19 14:55,0.00919395327377078,0.00905970903092054,0.00932836116981942,11.0387327643843,11.0124477501947,00:07,24.40
54509,88,2451751.730308408,2000-Jul-26 05:32,0.0241374298909088,0.0241373321872405,0.0241375275946977,7.62386720243248,7.60937417870194,< 00:01,22.66
2015 LE21,14,2451756.511824159,2000-Jul-31 00:17,0.0249668013436025,0.0242503969854448,0.0257638772427592,3.95850801044821,3.93145569509718,02:22,24.75
4486,405,2451770.842757191,2000-Aug-14 08:14,0.0465422090709395,0.0465421869277772,0.0465422312141997,17.5708369483916,17.5675784824446,< 00:01,15.61
2000 QV7,30,2451772.082297374,2000-Aug-15 13:59,0.0383480207321863,0.0383468226918433,0.038349218774768,15.7937052437178,15.7893053126406,< 00:01,21.55
2016 FU12,5,2451772.529325198,2000-Aug-16 00:42,0.0361670210629973,0.0356556917754578,0.0443406226773798,4.67560096893881,4.65981774161019,1_14:22,26.9
2020 PP1,12,2451775.618005405,2000-Aug-19 02:50,0.0448742483872497,0.0448717822612296,0.0448767147144314,3.11763866890067,3.09853476865303,< 00:01,26.68
2000 QX69,13,2451778.819047455,2000-Aug-22 07:39,0.0202225567532805,0.0200765612289131,0.0203685441243021,8.19848973612658,8.18240297089458,00:02,24.2
2015 RT1,16,2451781.242544449,2000-Aug-24 17:49,0.0117378925632364,0.0106360639810397,0.0129380422113693,8.04931127939246,8.021060769483,00:24,25.41
2021 QV1,5,2451783.876564997,2000-Aug-27 09:02,0.0460004989302299,0.0446270167276914,0.0473743063147767,13.1702756921979,13.1658769604327,00:32,26.61
2019 QC4,8,2451784.168227387,2000-Aug-27 16:02,0.0351314060169154,0.00877619502717999,0.100737740511654,8.1846586883936,8.17538692562693,9_15:29,23.48
2021 RR14,18,2451786.026423369,2000-Aug-29 12:38,0.0239414433331545,0.0234992633536132,0.0243852218559059,2.51721494493452,2.47260754316383,06:23,26.85
467317,115,2451789.038777890,2000-Sep-01 12:56,0.0316549228245656,0.0316548785175665,0.0316549671315646,6.48075507052111,6.46775393365234,< 00:01,19.83
2022 EF1,3,2451789.488060262,2000-Sep-01 23:43,0.0385977988644426,0.0115348782905036,0.0656838656909485,9.52001996932231,9.51276597100222,1_13:16,28.98
2000 SL10,13,2451794.089026052,2000-Sep-06 14:08,0.0385279937080855,0.0385105800908151,0.0385454073649369,9.33066235224646,9.32324760959998,00:04,22.16
2017 FB3,10,2451797.713001715,2000-Sep-10 05:07,0.0229206554255317,0.0224126734493101,0.023435639080205,4.59984351021485,4.5745015473739,02:43,25.9
2026 BK5,13,2451798.219662074,2000-Sep-10 17:16,0.0413780633272392,0.0311585151152804,0.0612274761548697,8.92385621048707,8.91663740522624,6_02:23,20.825
2000 SE8,14,2451798.761134215,2000-Sep-11 06:16,0.0283675572473127,0.0283288320908165,0.0284062821426759,8.45965943300704,8.4485492090283,< 00:01,23.0
2023 RR5,3,2451800.283069457,2000-Sep-12 18:48,0.0254646204047667,0.0221637443535597,0.0287658934915591,12.9520314924027,12.9439503499222,00:20,28.76
2000 SG344,17,2451800.350625078,2000-Sep-12 20:25,0.0397999167307446,0.0397974094601769,0.0398024239921407,2.58687889183077,2.56086873673599,00:02,24.7
2000 TL1,19,2451800.977538413,2000-Sep-13 11:28,0.0412677847969197,0.0412672843126822,0.0412682852817577,6.6593036412287,6.64960102438935,< 00:01,23.5
2020 SM1,11,2451802.032222623,2000-Sep-14 12:46,0.0191016030766137,0.00268134428955505,0.057308034109282,6.9555779196631,6.93549454180535,3_12:59,26.26
363084,60,2451805.162229813,2000-Sep-17 15:54,0.028793022437006,0.0287930200479984,0.0287930248260135,7.77367823316692,7.76176495040684,< 00:01,20.21
2020 XY4,9,2451807.004381797,2000-Sep-19 12:06,0.0413594234236987,0.0413385666949993,0.041380284348358,10.8323009419617,10.8263520451807,< 00:01,26.93
185851,378,2451807.055358792,2000-Sep-19 13:20,0.0477672673415865,0.0477672471257502,0.0477672875574308,12.3538594015264,12.349343352036,< 00:01,18.31
2000 SS43,13,2451810.026839468,2000-Sep-22 12:39,0.0210537899689713,0.0209405397236362,0.0211670308842048,5.79063483628417,5.76873818067344,< 00:01,24.8
2017 EB3,20,2451811.081731001,2000-Sep-23 13:58,0.0324826487480486,0.0324188264547638,0.0325465592257828,4.46419437057224,4.44578180213986,00:06,25.0
2016 SA2,16,2451816.863587365,2000-Sep-29 08:44,0.0348294522352924,0.020046156545094,0.0496052537674408,6.15268819107853,6.14024189016562,1_11:25,28.12
2000 SM10,21,2451817.013603097,2000-Sep-29 12:20,0.0109670156495879,0.0109668790887954,0.010967152210436,13.6001853840815,13.5823096217273,< 00:01,24.1
2000 TE2,14,2451819.401144275,2000-Oct-01 21:38,0.0413334335261691,0.0412667106700318,0.0414001548960901,4.19327402193201,4.17787277402542,< 00:01,24.9
2000 SB45,12,2451820.178574048,2000-Oct-02 16:17,0.0237100924874888,0.02329750861238,0.0241226273570853,8.22188403599901,8.20820456827953,< 00:01,24.5
2024 TW9,2,2451820.198403196,2000-Oct-02 16:46,0.0399660347911016,0.0250722754900853,0.179635694401009,13.1886793433415,13.1836233878983,00:08,25.57
2021 GR,6,2451821.606993494,2000-Oct-04 02:34,0.0428493446313166,0.0347172605956171,0.0511692275041888,6.09102873978005,6.08081130363646,17:38,28.21
2012 VE46,29,2451821.730940229,2000-Oct-04 05:33,0.0419171611637837,0.0419148974621869,0.0419194249350772,7.09447648767803,7.08551098503531,< 00:01,20.2
2023 SD3,18,2451826.847718051,2000-Oct-09 08:21,0.035986271733861,0.0301070901078818,0.0423256093356307,3.47769385859472,3.45633787036149,9_03:14,26.78
2020 GB1,8,2451828.126419574,2000-Oct-10 15:02,0.00686652243683983,5.98396949655329e-05,0.0255057031895006,8.48482789914216,8.43897068568821,18:03,26.9
2000 SZ162,12,2451829.022290905,2000-Oct-11 12:32,0.02175460113812,0.0216265975852137,0.0218825754439512,3.54752807526754,3.51283328247739,00:02,27.3
2020 BW,8,2451830.420360887,2000-Oct-12 22:05,0.024951604762904,0.0243928315877924,0.0255123965494078,9.5427908719872,9.53159408730527,00:15,24.3
2005 UE1,9,2451830.854951669,2000-Oct-13 08:31,0.0456611015681509,0.0396166154351471,0.0518725662248217,4.0479313621856,4.03348999811816,3_03:21,26.2
2023 FK1,3,2451832.922568180,2000-Oct-15 10:08,0.0157741211102314,0.0141044131171799,0.0291477378122472,13.4793690025295,13.4668318289356,23:25,26.80
2019 UX1,8,2451835.385133053,2000-Oct-17 21:15,0.018315548116891,0.00601657339040493,0.034281657710408,10.1078145321415,10.093411806168,05:25,24.09
2009 UC19,15,2451836.685256938,2000-Oct-19 04:27,0.0492604045147842,0.0492550929590606,0.049265716264414,9.83549547597844,9.82999450179143,< 00:01,25.2
2015 UH52,14,2451837.382472518,2000-Oct-19 21:11,0.00472344399169328,0.00464777415002651,0.00479911436173901,11.4133293346521,11.3637974739673,< 00:01,26.02
2016 TY55,11,2451837.692818675,2000-Oct-20 04:38,0.022855951345164,0.0175710399615602,0.0282563842507823,4.05877102486458,4.02994641852552,16:19,26.9
2025 UA,8,2451839.084626661,2000-Oct-21 14:02,0.0215755979405197,0.0161685385495249,0.0273438292872362,4.12926052617695,4.09924412695246,7_10:52,27.48
2024 JF,4,2451839.313800774,2000-Oct-21 19:32,0.00828487756639508,0.0082253611338948,0.0116841689590379,11.7146562007481,11.6871705199605,17:32,28.48
2000 UR16,12,2451841.093910185,2000-Oct-23 14:15,0.0192289714720575,0.019191919664521,0.0192660231031292,14.0693017696783,14.0594495101293,00:02,23.9
2022 WS8,6,2451841.156697837,2000-Oct-23 15:46,0.0100678980266975,0.0100652389860407,0.0208322490594553,3.64941871302421,3.57616483562451,7_16:59,24.89
2008 GC110,33,2451842.953501546,2000-Oct-25 10:53,0.0453325540307909,0.0453318682492777,0.0453332398854043,8.73774662385349,8.73101732233083,< 00:01,22.30
2021 SZ4,26,2451844.031723679,2000-Oct-26 12:46,0.0420524569270719,0.0420407258352459,0.0420641928095405,29.1985490719415,29.1963789914136,00:01,20.47
2021 TD32,9,2451846.314723534,2000-Oct-28 19:33,0.0478268502804999,0.0478118310949638,0.0478419306318689,16.1791411919696,16.1756974442097,00:04,21.92
2015 TC25,19,2451847.563260727,2000-Oct-30 01:31,0.0348705522125127,0.0346628498852321,0.0350783073909578,2.72279006176347,2.69458058849567,04:44,29.34
2000 UK11,33,2451849.480558429,2000-Oct-31 23:32,0.0109539541738368,0.0109538898363275,0.0109540185113441,6.00741251912797,5.96678455773508,< 00:01,25.3
2015 VU64,5,2451850.819801901,2000-Nov-02 07:41,0.0341822001845719,0.0283742720042129,0.0400044024421684,4.56988237562187,4.5527932395923,20:42,30.6
2021 UX1,5,2451851.765517473,2000-Nov-03 06:22,0.0113167560608615,0.0107528554207026,0.011885572992362,3.81419346613965,3.75195692785563,04:09,29.27
2000 UO30,15,2451853.914838612,2000-Nov-05 09:57,0.0411858531686817,0.0411856505450226,0.0411860557927552,9.89602616659681,9.88948662999407,< 00:01,23.9
2021 VA2,7,2451854.427838825,2000-Nov-05 22:16,0.0258883191602007,0.0250408626283651,0.154923399970441,13.2087879010778,13.2009936626071,1_12:34,25.08
494658,53,2451856.462336317,2000-Nov-07 23:06,0.0157210479487985,0.015721031220536,0.0157210646770619,14.1929533535276,14.1810068475437,< 00:01,20.71
2025 VA1,6,2451856.988784390,2000-Nov-08 11:44,0.0105948392691004,0.000751086615571988,0.146111231045495,13.745168626191,13.726859937066,9_22:20,28.251
2025 GC,4,2451860.146315914,2000-Nov-11 15:31,0.0271271173887291,0.0205512676935926,0.0369000236402816,5.22578211511488,5.20695253897284,1_22:22,27.59
2000 WC1,18,2451861.864495107,2000-Nov-13 08:45,0.0248942910214312,0.0248937940210728,0.0248947880217951,11.0128482490629,11.003125150272,< 00:01,22.57
612197,27,2451864.374991880,2000-Nov-15 21:00,0.0301358112055641,0.0301354876551935,0.0301361347559757,9.57285161624457,9.56361106662981,< 00:01,22.93
2000 WT28,12,2451865.468319667,2000-Nov-16 23:14,0.0215033769568784,0.0214388095749743,0.0215679430162691,8.50208128845124,8.48749471969347,< 00:01,24.5
2000 WJ107,13,2451868.124080160,2000-Nov-19 14:59,0.0214208827152766,0.021348779742117,0.0214929850556624,13.3702534168022,13.3609469136558,00:01,23.8
529366,46,2451868.545876304,2000-Nov-20 01:06,0.0475652536005432,0.0475634012345787,0.0475671059679096,14.0848366208829,14.080858920607,< 00:01,20.42
2000 WS28,12,2451871.801924119,2000-Nov-23 07:15,0.029669403579362,0.0286967176134208,0.0306420147458141,12.3610921424259,12.3538248208043,00:02,23.4
2000 WM10,13,2451872.879080459,2000-Nov-24 09:06,0.0398270008517265,0.039230747986404,0.0404231980525579,6.5615006561919,6.55129668085966,< 00:01,25.8
2015 KP18,26,2451873.872378036,2000-Nov-25 08:56,0.0300246670248705,0.0299087793449332,0.0301405719797726,17.8347398147364,17.8297632692792,00:10,23.1
2016 WW7,4,2451874.963389726,2000-Nov-26 11:07,0.0338704658443588,0.0329151212601343,0.259026326389164,8.4561981769227,8.44689020380381,5_18:15,26.8
2000 WG10,13,2451877.106900553,2000-Nov-28 14:34,0.0408713620574351,0.0402560396882875,0.0414865958451988,5.25699668184524,5.24458105389386,00:05,23.4
162687,79,2451878.388740759,2000-Nov-29 21:20,0.0437034585905943,0.0437032743158008,0.0437036428653904,14.6689022160936,14.6647454032187,< 00:01,18.75
2019 XN2,6,2451879.738237540,2000-Dec-01 05:43,0.019572183398825,0.0135019939124015,0.140592871187557,9.01741123801302,9.00230155995033,8_14:06,25.75
2025 WG16,2,2451879.844717230,2000-Dec-01 08:16,0.0114985391875343,0.0104960168615259,0.143283970466735,10.929244892786,10.9080221555149,7_22:48,25.551
2000 WG63,12,2451881.014055731,2000-Dec-02 12:20,0.031634120952176,0.0315182181933394,0.031750021465145,7.98495488345686,7.97439956692658,< 00:01,23.2
2014 UY,30,2451881.027405355,2000-Dec-02 12:39,0.0373987626463604,0.0367891211170051,0.0380168677645639,3.07624610992653,3.05299850778582,10:21,25.3
2000 WL107,17,2451881.928887167,2000-Dec-03 10:18,0.0171329746661325,0.0171057198748233,0.0171602290901521,8.59103922981819,8.57291781254129,< 00:01,24.8
279744,46,2451882.102340793,2000-Dec-03 14:27,0.0211898946972529,0.0211891587353604,0.0211906306788885,17.7041824261013,17.6970785590961,< 00:01,19.86
2022 OH2,6,2451884.673405068,2000-Dec-06 04:10,0.0302777716949929,0.0177216943518208,0.0430488059377936,4.54404608007701,4.52463837644525,1_11:15,27.39
2021 WS4,3,2451885.002720297,2000-Dec-06 12:04,0.024145221231203,0.0138725861221041,0.0343471853103444,2.6508740200702,2.608913295384,1_20:03,30.66
2017 YB1,3,2451889.852294843,2000-Dec-11 08:27,0.0451640309598939,0.0211580927584764,0.082743600395603,6.22302154555059,6.2135340947048,1_15:48,26.9
2019 AG7,12,2451892.500739723,2000-Dec-14 00:01,0.0135164988365266,0.010697175312076,0.0164014496117849,7.42687444556784,7.40028433134729,12:34,25.5
2000 WQ148,12,2451892.617849037,2000-Dec-14 02:50,0.0339503593481614,0.0335796176097482,0.034321094681787,14.06030539369,14.0547224987106,< 00:01,22.7
2020 XF4,6,2451895.941447743,2000-Dec-17 10:36,0.016137606100683,0.00267263201834977,0.0298549379496669,6.25397281100432,6.22751603936661,18:50,27.57
2000 YA,54,2451900.787793091,2000-Dec-22 06:54,0.0049485161160092,0.00494849021912904,0.00494854201291017,14.1889296723642,14.1509308922669,< 00:01,23.88
2017 WZ14,7,2451903.422021672,2000-Dec-24 22:08,0.00952597433132643,0.00817964653066149,0.0112805444682317,5.27613491856977,5.22285230265173,00:04,25.1
2001 AV43,43,2451907.846439979,2000-Dec-29 08:19,0.00904272286381359,0.00904265107332605,0.00904279465437464,4.02456839139233,3.95067610146532,< 00:01,24.6
2011 CL50,26,2451914.944168144,2001-Jan-05 10:40,0.0182550919534656,0.0182475732174638,0.0182626107269797,3.03956071471979,2.99115580514994,00:09,27.3
2022 YS6,6,2451915.353952562,2001-Jan-05 20:30,0.027222456655292,0.000847446176450963,0.106201442801847,10.9106489759032,10.901674417058,6_05:15,26.86
2001 BB16,28,2451919.359158807,2001-Jan-09 20:37,0.0170293156783633,0.0170289039434708,0.0170297274147205,4.12180820478797,4.08367167506797,< 00:01,23.2
230111,137,2451921.723972640,2001-Jan-12 05:23,0.0433294865602979,0.043329388614873,0.0433295845057746,12.7932533855839,12.788445773453,< 00:01,19.27
2014 BP,6,2451922.216910425,2001-Jan-12 17:12,0.0263761483153296,0.0223797630118135,0.240602218041825,10.0234655443141,10.0133822701301,6_23:48,25.1
2001 BN61,12,2451924.681359098,2001-Jan-15 04:21,0.0233019639041907,0.0220987980457534,0.0245050275450507,8.78383020750139,8.77080279776563,00:10,25.0
2001 BA16,20,2451925.353950918,2001-Jan-15 20:30,0.00204665986836553,0.00204137441846288,0.00205194686689051,5.1038575417179,4.84206850631945,00:01,26.0
2018 BH3,10,2451929.465473364,2001-Jan-19 23:10,0.0293654129216247,0.0291714568802939,0.0295593690713503,10.3223601834151,10.313566268302,< 00:01,25.4
2001 BB40,12,2451932.372397362,2001-Jan-22 20:56,0.036281537236191,0.0360149989534505,0.0365480706823456,10.7767943931681,10.7699776888721,00:03,24.6
523804,99,2451934.081936534,2001-Jan-24 13:58,0.018560982844269,0.0185609364889235,0.0185610291996334,7.33788483868293,7.31829546350104,< 00:01,20.31
2001 BF10,18,2451937.722765795,2001-Jan-28 05:21,0.0265061608188038,0.0265060801651062,0.0265062414733393,8.95925620605611,8.94802915314051,< 00:01,22.6
2001 BC16,21,2451938.762475053,2001-Jan-29 06:18,0.0407999596464454,0.0407862953823001,0.0408136239002679,10.2209635012691,10.2145720924977,< 00:01,23.9
2001 CQ36,43,2451939.301430194,2001-Jan-29 19:14,0.0219729589321305,0.0219728420738009,0.0219730757904614,4.93198966798772,4.90734129601506,< 00:01,22.74
2020 RA7,12,2451941.487720858,2001-Jan-31 23:42,0.0442459973571843,0.0439528058851994,0.044540020616355,7.3182222519732,7.30998889125352,00:25,27.0
2011 MW1,58,2451942.750614143,2001-Feb-02 06:01,0.039792062447179,0.0397919660741607,0.0397921588209574,8.87643293070306,8.86888614374408,< 00:01,22.32
2005 VL1,24,2451948.053394381,2001-Feb-07 13:17,0.00873664789936622,0.00864352344279944,0.00883008368822451,6.68489887826412,6.63912030324844,00:06,26.45
2021 WC8,29,2451949.809525160,2001-Feb-09 07:26,0.0323000347440097,0.0322935990350345,0.0323064709567036,19.2493534980982,19.2450676026732,< 00:01,19.81
2001 CP36,19,2451960.461039048,2001-Feb-19 23:04,0.0124637935908442,0.0124637918832265,0.0124637952984647,8.91545171750913,8.89144106510911,< 00:01,23.92
2022 EZ6,27,2451962.913785457,2001-Feb-22 09:56,0.0123821894086989,0.0123779067712735,0.0123864743352264,7.43687528676276,7.4078837152026,< 00:01,23.45
2001 DZ76,12,2451963.560556473,2001-Feb-23 01:27,0.00595951364380677,0.00592030323696872,0.00599872065894506,11.6948390326587,11.6565460770895,< 00:01,25.3
2001 EC,95,2451967.218467915,2001-Feb-26 17:15,0.00983441114895775,0.00983425696571062,0.00983456533220487,22.4934462894928,22.4813980297191,< 00:01,18.65
2021 OH2,11,2451976.497525750,2001-Mar-07 23:56,0.0443618050701499,0.0442588251281815,0.0449070624687903,4.31367122266477,4.29972493171706,17:03,25.06
2013 QP48,6,2451977.197300151,2001-Mar-08 16:44,0.0384682655013854,0.00941381129808026,0.144926717706632,9.69022165765625,9.6830711594007,6_08:17,27.8
2016 EJ27,14,2451979.357653975,2001-Mar-10 20:35,0.0334881835046694,0.0186858976489962,0.0618667934064927,8.41962583858184,8.41017061292136,6_20:23,25.3
2020 FK1,2,2451983.321025319,2001-Mar-14 19:42,0.0402361048217844,0.0281732277011154,0.0522960309197566,5.60137885882077,5.58954406989091,04:47,27.4
2021 UN3,9,2451987.182582884,2001-Mar-18 16:23,0.0297113298634806,0.0296225801903815,0.0298001366095594,25.8603572331385,25.8568891869911,00:08,21.43
2001 ED18,17,2451988.871635066,2001-Mar-20 08:55,0.0261542771575863,0.0260619482184324,0.0262466027429163,6.28154243916242,6.26530322254211,< 00:01,24.5
2020 UY,4,2451991.823638936,2001-Mar-23 07:46,0.049559404501701,0.00289447754438074,0.0999205841954276,5.38360862526323,5.37361285737828,8_09:03,29.0
2001 FR85,13,2451991.825287553,2001-Mar-23 07:48,0.0111616072058546,0.01116151659595,0.0111616978407951,2.85352512951706,2.76860419074468,< 00:01,24.8
2001 EC16,43,2451992.183037184,2001-Mar-23 16:24,0.0113393380583572,0.0113393351506815,0.0113393409660336,10.0889296860684,10.0656122004078,< 00:01,22.42
474231,79,2451993.142212503,2001-Mar-24 15:25,0.0484386865523413,0.0484384620456093,0.0484389110637321,13.1818782453029,13.1777046391846,< 00:01,20.02
2023 LC,8,2451994.465263223,2001-Mar-25 23:10,0.020676254940704,0.0151961665177612,0.0264773257692059,3.54229148545747,3.50572327826878,4_09:44,28.66
2001 FO127,16,2451996.489989672,2001-Mar-27 23:46,0.0166359683769251,0.0165796318266779,0.0166922995386546,4.66190734224043,4.6274239633536,< 00:01,27.5
2012 FP35,8,2451996.524028732,2001-Mar-28 00:35,0.024720849631989,0.000363947484469714,0.0609109903559269,13.3476844972532,13.3396070438848,2_10:42,27.9
25143,237,2451998.275855592,2001-Mar-29 18:37,0.0382564269168465,0.0382564268018164,0.0382564270318788,6.88483316644808,6.8747095905045,< 00:01,19.26
2001 GT2,36,2452000.404748442,2001-Mar-31 21:43,0.0453936529400457,0.0453924377043801,0.0453948681764879,12.6951162206024,12.6904917752662,< 00:01,19.8
2024 TB7,3,2452000.951014280,2001-Apr-01 10:49,0.0247219252503609,0.0132946999317981,0.162809170919476,7.28904602554876,7.27424470227517,8_05:31,29.23
496901,35,2452001.713020166,2001-Apr-02 05:07,0.0327571456931581,0.0327566541952148,0.0327576371916562,23.6592565710805,23.6558183264908,< 00:01,20.69
2016 GY2,6,2452002.524915251,2001-Apr-03 00:36,0.0476787230684848,0.0402380676336666,0.0552034677924462,8.79941127395607,8.7930580972734,04:54,26.1
2001 GO2,13,2452006.267846135,2001-Apr-06 18:26,0.0161034207935349,0.0159062402707502,0.016300550506153,5.57803702573067,5.54829488668426,00:02,24.3
2018 HG2,10,2452009.283147284,2001-Apr-09 18:48,0.0477358946420904,0.0477354433572058,0.0477363459293791,12.089446274757,12.0848283820934,< 00:01,24.26
2017 HZ,5,2452012.254256253,2001-Apr-12 18:06,0.0223427569693795,0.0218905024131245,0.031895412526315,6.42601661058574,6.407431625037,1_20:15,27.0
2020 TK2,5,2452014.933141523,2001-Apr-15 10:24,0.0320745100519967,0.0316145423488102,0.164029206871556,7.33007303195104,7.31873128002444,5_03:46,25.4
